anio	mes	tipo_centro	subtipo_centro	centro	categoria	cuartos_disponibles	cuartos_ocupados_no_residentes	cuartos_ocupados_residentes	llegada_turistas_no_residentes	llegada_turistas_residentes	turistas_noche_no_residentes	turistas_noche_residentes
2019	11	Centros de Playa	Otros	Riviera Maya	1 estrella	8700	3190	2076	3051	1647	5046	3793
2019	11	Centros de Playa	Otros	Riviera Maya	2 estrellas	20280	14387	0	13706	0	25706	0
2019	11	Centros de Playa	Otros	Riviera Maya	3 estrellas	81197	47907	269	25949	310	98771	517
2019	11	Centros de Playa	Otros	Riviera Maya	4 estrellas	159895	125523	711	45502	817	254883	3054
2019	11	Centros de Playa	Otros	Riviera Maya	5 estrellas	1096133	871306	5409	329910	3590	1805166	12316
2019	11	Centros de Playa	Otros	San Felipe	2 estrellas	6720	540	742	1416	1943	1445	2000
2019	11	Centros de Playa	Otros	San Felipe	3 estrellas	9780	878	815	2060	1920	2111	2090
2019	11	Centros de Playa	Otros	San Felipe	4 estrellas	6540	636	557	1272	1278	1272	1278
2019	11	Centros de Playa	Otros	San Felipe	5 estrellas	1650	261	322	912	861	916	861
2019	11	Centros de Playa	Otros	Tonalá Puerto Arista	1 estrella	7282	79	273	157	558	157	558
2019	11	Centros de Playa	Otros	Tonalá Puerto Arista	2 estrellas	8400	76	1414	164	2959	164	2959
2019	11	Centros de Playa	Otros	Tonalá Puerto Arista	3 estrellas	5160	161	1475	375	3164	375	3164
2019	11	Centros de Playa	Otros	Tonalá Puerto Arista	4 estrellas	2190	43	629	91	1325	93	1325
2019	11	Centros de Playa	Tradicionales	Acapulco	2 estrellas	55800	49	13343	49	24762	97	33674
2019	11	Centros de Playa	Tradicionales	Acapulco	3 estrellas	107040	0	48142	0	100540	0	107306
2019	11	Centros de Playa	Tradicionales	Acapulco	4 estrellas	200754	3406	86222	3009	207371	8102	236274
2019	11	Centros de Playa	Tradicionales	Acapulco	5 estrellas	195402	4907	96436	7474	181529	17870	246828
2019	11	Centros de Playa	Tradicionales	Cozumel	1 estrella	4470	373	1018	376	1322	741	2224
2019	11	Centros de Playa	Tradicionales	Cozumel	2 estrellas	9450	410	1745	397	2511	914	3749
2019	11	Centros de Playa	Tradicionales	Cozumel	3 estrellas	16976	1881	2788	1502	2418	3762	5940
2019	11	Centros de Playa	Tradicionales	Cozumel	4 estrellas	50760	16318	12987	10903	9952	33376	25419
2019	11	Centros de Playa	Tradicionales	Cozumel	5 estrellas	72870	33589	11949	23015	9780	74702	26755
2019	11	Centros de Playa	Tradicionales	La Paz	1 estrella	7710	1787	3084	930	1860	2399	4075
2019	11	Centros de Playa	Tradicionales	La Paz	2 estrellas	6600	68	3535	91	7351	91	8094
2019	11	Centros de Playa	Tradicionales	La Paz	3 estrellas	19200	0	6687	0	7945	0	12414
2019	11	Centros de Playa	Tradicionales	La Paz	4 estrellas	32670	11091	15655	7713	12402	19387	31040
2019	11	Centros de Playa	Tradicionales	La Paz	5 estrellas	15510	1109	1325	1120	1325	1120	1325
2019	11	Centros de Playa	Tradicionales	Manzanillo	2 estrellas	10290	49	1708	49	2590	49	3616
2019	11	Centros de Playa	Tradicionales	Manzanillo	3 estrellas	72480	164	30497	206	56175	476	96929
2019	11	Centros de Playa	Tradicionales	Manzanillo	4 estrellas	19710	1348	10867	670	10901	1777	20970
2019	11	Centros de Playa	Tradicionales	Manzanillo	5 estrellas	38340	1782	13066	1488	16312	3592	40049
2019	11	Centros de Playa	Tradicionales	Mazatlán	1 estrella	12990	0	5268	0	10440	0	12292
2019	11	Centros de Playa	Tradicionales	Mazatlán	2 estrellas	21120	0	8380	0	11985	0	17211
2019	11	Centros de Playa	Tradicionales	Mazatlán	3 estrellas	33120	791	15874	559	22598	1672	39185
2019	11	Centros de Playa	Tradicionales	Mazatlán	4 estrellas	97980	12120	46904	23439	60553	31580	132747
2019	11	Centros de Playa	Tradicionales	Mazatlán	5 estrellas	130710	44488	56112	51661	69480	158062	197569
2019	11	Centros de Playa	Tradicionales	Veracruz-Boca del Río	1 estrella	45120	0	12814	0	25127	0	25989
2019	11	Centros de Playa	Tradicionales	Veracruz-Boca del Río	2 estrellas	47820	0	16408	0	20361	0	32815
2019	11	Centros de Playa	Tradicionales	Veracruz-Boca del Río	3 estrellas	57960	108	25912	108	30757	216	63887
2019	11	Centros de Playa	Tradicionales	Veracruz-Boca del Río	4 estrellas	74490	6452	35215	6985	37277	16244	93935
2019	11	Centros de Playa	Tradicionales	Veracruz-Boca del Río	5 estrellas	37560	3137	18105	3243	32450	7068	39430
2019	11	Centros de Playa	Tradicionales	Puerto Vallarta	1 estrella	11440	2864	3986	969	3516	3916	8338
2019	11	Centros de Playa	Tradicionales	Puerto Vallarta	2 estrellas	11700	2371	5388	1491	5878	4034	12673
2019	11	Centros de Playa	Tradicionales	Puerto Vallarta	3 estrellas	52709	16685	25476	8423	22118	30947	60329
2019	11	Centros de Playa	Tradicionales	Puerto Vallarta	4 estrellas	104038	33150	48824	14066	32843	65633	101337
2019	11	Centros de Playa	Tradicionales	Puerto Vallarta	5 estrellas	209581	101755	62522	58258	40394	197611	133353
2019	11	Ciudades	Grandes	Ciudad de México	1 estrella	116730	14980	59532	21109	102431	37354	127528
2019	11	Ciudades	Grandes	Ciudad de México	2 estrellas	180270	2843	106435	2843	143101	5685	216072
2019	11	Ciudades	Grandes	Ciudad de México	3 estrellas	323970	37408	185680	38528	170793	79021	395858
2019	11	Ciudades	Grandes	Ciudad de México	4 estrellas	401250	52862	264757	36938	207518	96170	478337
2019	11	Ciudades	Grandes	Ciudad de México	5 estrellas	517770	146358	262271	100528	259633	231610	456976
2019	11	Ciudades	Grandes	Guadalajara	1 estrella	98760	293	46251	59	60531	481	82443
2019	11	Ciudades	Grandes	Guadalajara	2 estrellas	26850	12	12913	16	20612	16	28855
2019	11	Ciudades	Grandes	Guadalajara	3 estrellas	175050	1615	76648	1742	117962	3386	183553
2019	11	Ciudades	Grandes	Guadalajara	4 estrellas	229492	23689	127603	19166	128986	41343	240009
2019	11	Ciudades	Grandes	Guadalajara	5 estrellas	135210	20832	73877	12634	54341	26229	113609
2019	11	Ciudades	Grandes	Monterrey	1 estrella	3570	0	948	0	683	0	1697
2019	11	Ciudades	Grandes	Monterrey	2 estrellas	15090	245	3416	231	4415	349	6329
2019	11	Ciudades	Grandes	Monterrey	3 estrellas	48990	24298	13850	15173	10093	35276	23822
2019	11	Ciudades	Grandes	Monterrey	4 estrellas	194775	10356	130125	7919	92045	12835	195270
2019	11	Ciudades	Grandes	Monterrey	5 estrellas	198793	31341	101976	26805	77372	44218	158250
2019	11	Ciudades	Interior	Aguascalientes	1 estrella	8518	0	5589	0	5573	0	7519
2019	11	Ciudades	Interior	Aguascalientes	2 estrellas	20160	0	10588	0	11236	0	20226
2019	11	Ciudades	Interior	Aguascalientes	3 estrellas	41700	10541	18321	4719	15484	15186	32860
2019	11	Ciudades	Interior	Aguascalientes	4 estrellas	69023	10543	33590	3898	21786	12658	55258
2019	11	Ciudades	Interior	Aguascalientes	5 estrellas	19852	4099	9963	1378	4956	4590	15414
2019	11	Ciudades	Interior	Campeche	1 estrella	4290	0	1134	0	2436	0	2436
2019	11	Ciudades	Interior	Campeche	2 estrellas	5580	677	2248	894	2217	1199	3568
2019	11	Ciudades	Interior	Campeche	3 estrellas	5940	28	2866	55	3042	55	4747
2019	11	Ciudades	Interior	Campeche	4 estrellas	18180	4470	5462	7062	6313	7749	8326
2019	11	Ciudades	Interior	Campeche	5 estrellas	8400	2488	3005	2846	2940	5177	7390
2019	11	Ciudades	Interior	Celaya	1 estrella	3300	0	1293	0	2302	0	2734
2019	11	Ciudades	Interior	Celaya	2 estrellas	12330	0	5377	0	7258	0	9126
2019	11	Ciudades	Interior	Celaya	3 estrellas	23570	123	4560	53	5827	166	7637
2019	11	Ciudades	Interior	Celaya	4 estrellas	51360	1085	17699	803	29944	1906	33663
2019	11	Ciudades	Interior	Celaya	5 estrellas	6840	2338	2175	563	1811	3261	3252
2019	11	Ciudades	Interior	Chihuahua	2 estrellas	6120	0	3964	0	3928	0	6776
2019	11	Ciudades	Interior	Chihuahua	3 estrellas	24480	576	7595	641	7359	1082	13088
2019	11	Ciudades	Interior	Chihuahua	4 estrellas	30237	469	14497	469	12491	848	27614
2019	11	Ciudades	Interior	Chihuahua	5 estrellas	59460	7454	24231	6361	19073	12768	40194
2019	11	Ciudades	Interior	Coatzacoalcos	1 estrella	2310	0	187	0	376	0	376
2019	11	Ciudades	Interior	Coatzacoalcos	2 estrellas	1590	0	479	0	400	0	802
2019	11	Ciudades	Interior	Coatzacoalcos	3 estrellas	19830	0	6737	0	10474	0	10792
2019	11	Ciudades	Interior	Coatzacoalcos	4 estrellas	19890	0	6690	0	9828	0	9828
2019	11	Ciudades	Interior	Coatzacoalcos	5 estrellas	9570	61	2806	32	2474	61	3696
2019	11	Ciudades	Interior	Colima	1 estrella	7235	192	4984	144	5985	302	9124
2019	11	Ciudades	Interior	Colima	3 estrellas	9420	0	3073	0	2377	0	5993
2019	11	Ciudades	Interior	Colima	4 estrellas	18900	507	9736	442	10758	889	18263
2019	11	Ciudades	Interior	Comitán de Domínguez	1 estrella	12772	1033	4089	2348	7809	2348	7809
2019	11	Ciudades	Interior	Comitán de Domínguez	2 estrellas	9360	278	3215	783	6319	801	6544
2019	11	Ciudades	Interior	Comitán de Domínguez	3 estrellas	13140	634	4531	1265	8694	1265	8694
2019	11	Ciudades	Interior	Comitán de Domínguez	4 estrellas	6450	112	2028	238	3978	238	3978
2019	11	Ciudades	Interior	Culiacán	1 estrella	5070	0	735	0	1911	0	1911
2019	11	Ciudades	Interior	Culiacán	2 estrellas	4860	0	1633	0	2945	0	3364
2019	11	Ciudades	Interior	Culiacán	3 estrellas	28440	0	17295	0	29689	0	32608
2019	11	Ciudades	Interior	Culiacán	4 estrellas	22398	0	13363	0	27660	0	27791
2019	11	Ciudades	Interior	Culiacán	5 estrellas	23430	642	11023	739	11127	1543	20200
2019	11	Ciudades	Interior	Durango	1 estrella	2130	0	839	0	1058	0	1411
2019	11	Ciudades	Interior	Durango	2 estrellas	6840	0	3133	0	4980	0	5916
2019	11	Ciudades	Interior	Durango	3 estrellas	11220	20	5482	19	4930	20	7373
2019	11	Ciudades	Interior	Durango	4 estrellas	30150	52	15806	64	12402	84	23971
2019	11	Ciudades	Interior	Durango	5 estrellas	6330	163	2082	163	2082	163	2082
2019	11	Ciudades	Interior	El Fuerte	1 estrella	3300	3	315	3	630	3	648
2019	11	Ciudades	Interior	El Fuerte	2 estrellas	1110	0	100	0	170	0	174
2019	11	Ciudades	Interior	El Fuerte	3 estrellas	3600	0	1228	0	2466	0	2466
2019	11	Ciudades	Interior	El Fuerte	4 estrellas	818	0	0	0	0	0	0
2019	11	Ciudades	Interior	El Fuerte	5 estrellas	4170	93	1269	147	1665	147	2454
2019	11	Ciudades	Interior	Guanajuato	1 estrella	5460	0	1524	0	3476	0	4216
2019	11	Ciudades	Interior	Guanajuato	2 estrellas	13920	7	3870	13	11765	13	12953
2019	11	Ciudades	Interior	Guanajuato	3 estrellas	25080	90	10868	64	22836	128	26253
2019	11	Ciudades	Interior	Guanajuato	4 estrellas	33572	1609	20458	1542	36068	3028	41033
2019	11	Ciudades	Interior	Guanajuato	5 estrellas	14094	139	8452	236	13531	241	17492
2019	11	Ciudades	Interior	Hermosillo	2 estrellas	3900	0	1697	0	686	0	2408
2019	11	Ciudades	Interior	Hermosillo	3 estrellas	14970	337	8746	437	10376	543	16928
2019	11	Ciudades	Interior	Hermosillo	4 estrellas	49740	924	27287	794	27262	1558	52062
2019	11	Ciudades	Interior	Hermosillo	5 estrellas	19170	939	14474	726	11013	1383	20223
2019	11	Ciudades	Interior	Irapuato	1 estrella	7650	0	3166	0	5781	0	5785
2019	11	Ciudades	Interior	Irapuato	2 estrellas	4830	0	1530	0	2317	0	3278
2019	11	Ciudades	Interior	Irapuato	3 estrellas	17850	28	8922	38	10155	55	15703
2019	11	Ciudades	Interior	Irapuato	4 estrellas	37500	0	16625	0	23174	0	29105
2019	11	Ciudades	Interior	Irapuato	5 estrellas	19320	2483	7956	695	5307	2698	12078
2019	11	Ciudades	Interior	León	1 estrella	11730	0	3390	0	6779	0	6779
2019	11	Ciudades	Interior	León	2 estrellas	17827	32	7364	23	11856	36	13768
2019	11	Ciudades	Interior	León	3 estrellas	57600	0	23432	0	48861	0	50986
2019	11	Ciudades	Interior	León	4 estrellas	94200	6617	45126	6633	74614	10846	78016
2019	11	Ciudades	Interior	León	5 estrellas	29160	3425	15522	1508	17424	4495	25542
2019	11	Ciudades	Interior	Los Mochis	1 estrella	4320	0	1787	0	3574	0	3574
2019	11	Ciudades	Interior	Los Mochis	2 estrellas	7140	0	4286	0	6185	0	7618
2019	11	Ciudades	Interior	Los Mochis	3 estrellas	13612	206	7022	288	9748	288	10102
2019	11	Ciudades	Interior	Los Mochis	4 estrellas	17190	118	12288	120	15303	139	19969
2019	11	Ciudades	Interior	Los Mochis	5 estrellas	3690	0	1105	0	1387	0	1657
2019	11	Ciudades	Interior	Mérida	1 estrella	13060	1598	4837	3196	5971	3196	8917
2019	11	Ciudades	Interior	Mérida	2 estrellas	10710	400	4780	768	8713	768	9174
2019	11	Ciudades	Interior	Mérida	3 estrellas	44220	7438	24803	12784	38683	14663	47973
2019	11	Ciudades	Interior	Mérida	4 estrellas	66090	8768	44412	9826	60741	16760	84764
2019	11	Ciudades	Interior	Mérida	5 estrellas	81210	10270	48175	9183	29824	13443	59173
2019	11	Ciudades	Interior	Morelia	1 estrella	5070	178	3324	47	3418	178	7248
2019	11	Ciudades	Interior	Morelia	3 estrellas	32580	6904	15088	8998	20660	18307	50835
2019	11	Ciudades	Interior	Morelia	4 estrellas	59820	4322	42672	2578	34093	6900	71051
2019	11	Ciudades	Interior	Morelia	5 estrellas	21810	3538	8482	2617	11050	7076	16963
2019	11	Ciudades	Interior	Oaxaca	1 estrella	22890	727	8683	368	13360	1143	16708
2019	11	Ciudades	Interior	Oaxaca	2 estrellas	35940	421	13007	414	18220	859	25932
2019	11	Ciudades	Interior	Oaxaca	3 estrellas	39746	1813	21149	994	22690	3225	39409
2019	11	Ciudades	Interior	Oaxaca	4 estrellas	67830	11518	39782	12599	38784	21601	81361
2019	11	Ciudades	Interior	Oaxaca	5 estrellas	14970	3446	8592	2146	5996	6192	15231
2019	11	Ciudades	Interior	Pachuca	2 estrellas	3090	0	1415	0	2668	0	3310
2019	11	Ciudades	Interior	Pachuca	3 estrellas	21360	14	15786	25	28215	25	30387
2019	11	Ciudades	Interior	Pachuca	4 estrellas	9990	208	6447	274	10352	351	12620
2019	11	Ciudades	Interior	Pachuca	5 estrellas	12930	788	8508	366	15684	1003	17982
2019	11	Ciudades	Interior	Palenque	1 estrella	13890	292	4059	581	7722	585	7730
2019	11	Ciudades	Interior	Palenque	2 estrellas	7530	144	1838	301	3996	301	4014
2019	11	Ciudades	Interior	Palenque	3 estrellas	14190	568	4181	1168	8498	1275	9001
2019	11	Ciudades	Interior	Palenque	4 estrellas	20010	4336	5955	7403	11642	8125	12289
2019	11	Ciudades	Interior	Palenque	5 estrellas	7440	735	2718	1456	4956	1456	5369
2019	11	Ciudades	Interior	Puebla	1 estrella	16050	652	9958	1601	17178	2536	36924
2019	11	Ciudades	Interior	Puebla	2 estrellas	14760	1212	8803	2425	16974	3637	29098
2019	11	Ciudades	Interior	Puebla	3 estrellas	58200	2342	34890	4685	50836	7994	102880
2019	11	Ciudades	Interior	Puebla	4 estrellas	118589	9296	66705	12924	85362	19775	168178
2019	11	Ciudades	Interior	Puebla	5 estrellas	82527	11955	33011	10772	42428	20288	62866
2019	11	Ciudades	Interior	Querétaro	1 estrella	7320	42	3183	42	3770	42	6577
2019	11	Ciudades	Interior	Querétaro	2 estrellas	10896	52	5483	56	6953	78	11319
2019	11	Ciudades	Interior	Querétaro	3 estrellas	32692	240	21117	196	19136	350	38602
2019	11	Ciudades	Interior	Querétaro	4 estrellas	73097	6071	46297	1441	39639	7596	75316
2019	11	Ciudades	Interior	Querétaro	5 estrellas	100381	12805	58235	6409	43974	15607	87017
2019	11	Ciudades	Interior	Salamanca	1 estrella	3660	0	1506	0	1488	0	2543
2019	11	Ciudades	Interior	Salamanca	3 estrellas	13650	0	5159	0	4099	0	8591
2019	11	Ciudades	Interior	Salamanca	4 estrellas	11399	259	4721	7	6902	259	7362
2019	11	Ciudades	Interior	Salamanca	5 estrellas	6210	417	1761	114	1075	516	2628
2019	11	Ciudades	Interior	San Cristóbal de las Casas	1 estrella	11940	192	2804	357	5601	372	6121
2019	11	Ciudades	Interior	San Cristóbal de las Casas	2 estrellas	16440	0	5202	0	10772	0	10772
2019	11	Ciudades	Interior	San Cristóbal de las Casas	3 estrellas	26864	1206	9423	1951	17942	1951	18527
2019	11	Ciudades	Interior	San Cristóbal de las Casas	4 estrellas	36090	4126	15445	7257	27641	7621	31136
2019	11	Ciudades	Interior	San Cristóbal de las Casas	5 estrellas	8520	552	3032	1002	5938	1013	6334
2019	11	Ciudades	Interior	San Juan de los Lagos	1 estrella	39570	34	7406	34	28246	34	28481
2019	11	Ciudades	Interior	San Juan de los Lagos	2 estrellas	22920	24	5199	24	17599	24	17862
2019	11	Ciudades	Interior	San Juan de los Lagos	3 estrellas	24090	22	6278	22	23388	22	23994
2019	11	Ciudades	Interior	San Juan de los Lagos	4 estrellas	15600	2	5264	2	19535	2	19860
2019	11	Ciudades	Interior	San Juan de los Lagos	5 estrellas	8100	0	2512	0	7691	0	7790
2019	11	Ciudades	Interior	San Juan del Río	1 estrella	4170	0	1822	0	3708	0	4269
2019	11	Ciudades	Interior	San Juan del Río	2 estrellas	3150	33	1448	33	1917	53	2522
2019	11	Ciudades	Interior	San Juan del Río	3 estrellas	5550	13	2541	16	3410	23	5132
2019	11	Ciudades	Interior	San Juan del Río	4 estrellas	7530	296	3361	112	3356	420	6050
2019	11	Ciudades	Interior	San Juan del Río	5 estrellas	13404	251	6176	116	4960	293	10373
2019	11	Ciudades	Interior	San Luis Potosí	1 estrella	7800	14	4033	14	5561	29	7216
2019	11	Ciudades	Interior	San Luis Potosí	2 estrellas	12750	0	5133	0	5357	0	8687
2019	11	Ciudades	Interior	San Luis Potosí	3 estrellas	35683	1259	18067	582	18649	1517	34250
2019	11	Ciudades	Interior	San Luis Potosí	4 estrellas	89089	9558	46702	5390	32361	11140	74561
2019	11	Ciudades	Interior	San Luis Potosí	5 estrellas	30464	4531	10296	2056	8232	5198	15442
2019	11	Ciudades	Interior	San Miguel de Allende	1 estrella	2070	0	910	0	1794	0	2177
2019	11	Ciudades	Interior	San Miguel de Allende	2 estrellas	1620	0	227	0	454	0	454
2019	11	Ciudades	Interior	San Miguel de Allende	3 estrellas	12970	1432	3175	875	4910	2367	6871
2019	11	Ciudades	Interior	San Miguel de Allende	4 estrellas	11894	416	4641	380	7029	771	8439
2019	11	Ciudades	Interior	San Miguel de Allende	5 estrellas	33674	1728	13988	651	23236	2643	27624
2019	11	Ciudades	Interior	Taxco	2 estrellas	5764	0	2197	0	5667	0	5667
2019	11	Ciudades	Interior	Taxco	3 estrellas	7212	0	2504	0	5596	0	5596
2019	11	Ciudades	Interior	Taxco	4 estrellas	5210	0	4063	0	10410	0	10410
2019	11	Ciudades	Interior	Taxco	5 estrellas	8460	0	3469	0	7134	0	7134
2019	11	Ciudades	Interior	Tequisquiapan	1 estrella	780	0	273	0	408	0	624
2019	11	Ciudades	Interior	Tequisquiapan	2 estrellas	5460	9	1575	11	2624	22	3735
2019	11	Ciudades	Interior	Tequisquiapan	3 estrellas	7320	33	1354	57	2528	57	3228
2019	11	Ciudades	Interior	Tequisquiapan	4 estrellas	9749	22	2011	29	3094	42	4320
2019	11	Ciudades	Interior	Tequisquiapan	5 estrellas	4320	0	1292	0	1852	0	2815
2019	11	Ciudades	Interior	Tlaxcala	1 estrella	2850	0	1126	0	2931	0	3284
2019	11	Ciudades	Interior	Tlaxcala	2 estrellas	4470	153	1329	358	2757	358	3016
2019	11	Ciudades	Interior	Tlaxcala	3 estrellas	5910	19	2509	16	3197	25	4407
2019	11	Ciudades	Interior	Tlaxcala	4 estrellas	6420	203	2936	267	3984	285	5034
2019	11	Ciudades	Interior	Toluca	1 estrella	7020	0	3373	0	6704	0	6704
2019	11	Ciudades	Interior	Toluca	2 estrellas	4830	0	2297	0	4672	0	4672
2019	11	Ciudades	Interior	Toluca	3 estrellas	14310	0	6977	0	12266	0	12266
2019	11	Ciudades	Interior	Toluca	4 estrellas	53640	3992	27623	4788	35051	4954	35207
2019	11	Ciudades	Interior	Toluca	5 estrellas	34050	1321	16301	1394	20995	1503	23750
2019	11	Ciudades	Interior	Tuxtla Gutiérrez	1 estrella	23190	0	6452	0	7944	0	9551
2019	11	Ciudades	Interior	Tuxtla Gutiérrez	2 estrellas	28650	37	11295	64	13223	64	21028
2019	11	Ciudades	Interior	Tuxtla Gutiérrez	3 estrellas	28230	137	7459	137	10502	277	13812
2019	11	Ciudades	Interior	Tuxtla Gutiérrez	4 estrellas	30493	1054	13774	1351	14640	1762	24475
2019	11	Ciudades	Interior	Tuxtla Gutiérrez	5 estrellas	18660	810	9455	846	11002	1466	18251
2019	11	Ciudades	Interior	Valle de Bravo	1 estrella	10500	0	2328	0	5016	0	5016
2019	11	Ciudades	Interior	Valle de Bravo	2 estrellas	4590	0	254	0	501	0	501
2019	11	Ciudades	Interior	Valle de Bravo	3 estrellas	8370	0	1248	0	2133	0	2960
2019	11	Ciudades	Interior	Valle de Bravo	4 estrellas	3090	0	202	0	453	0	453
2019	11	Ciudades	Interior	Valle de Bravo	5 estrellas	10110	121	4920	229	9683	229	9683
2019	11	Ciudades	Interior	Villahermosa	1 estrella	8250	0	2367	0	3052	0	3476
2019	11	Ciudades	Interior	Villahermosa	2 estrellas	5730	0	1465	0	2555	0	2661
2019	11	Ciudades	Interior	Villahermosa	3 estrellas	60822	588	24499	1107	25786	1111	45892
2019	11	Ciudades	Interior	Villahermosa	4 estrellas	54090	2179	26356	645	21401	2469	42517
2019	11	Ciudades	Interior	Villahermosa	5 estrellas	27480	3842	14276	1466	8074	5364	22875
2019	11	Ciudades	Interior	Xalapa	1 estrella	2640	61	1025	74	1306	78	1916
2019	11	Ciudades	Interior	Xalapa	2 estrellas	11910	80	5757	65	4386	115	7780
2019	11	Ciudades	Interior	Xalapa	3 estrellas	29606	1978	12087	2958	18305	5417	34364
2019	11	Ciudades	Interior	Xalapa	4 estrellas	20250	913	10580	1166	17525	2324	24878
2019	11	Ciudades	Interior	Xalapa	5 estrellas	9600	219	2176	168	3429	311	3779
2019	11	Ciudades	Interior	Zacatecas	1 estrella	5784	0	1467	0	2707	0	2707
2019	11	Ciudades	Interior	Zacatecas	2 estrellas	4080	0	2258	0	4801	0	5586
2019	11	Ciudades	Interior	Zacatecas	3 estrellas	15802	0	5423	0	5454	0	9113
2019	11	Ciudades	Interior	Zacatecas	4 estrellas	53554	2579	27880	1938	26311	4471	50353
2019	11	Ciudades	Interior	Zacatecas	5 estrellas	16525	1635	10428	1120	9087	2782	16647
2019	11	Ciudades	Fronterizas	Ciudad Juárez	2 estrellas	8700	537	3292	812	5017	812	5017
2019	11	Ciudades	Fronterizas	Ciudad Juárez	3 estrellas	56997	5323	37040	8951	55883	8951	55883
2019	11	Ciudades	Fronterizas	Ciudad Juárez	4 estrellas	49260	4642	34797	8307	54616	8481	54753
2019	11	Ciudades	Fronterizas	Ciudad Juárez	5 estrellas	21225	1804	14004	3328	21040	3328	21043
2019	11	Ciudades	Fronterizas	Mexicali	1 estrella	3510	147	1274	293	2548	293	2548
2019	11	Ciudades	Fronterizas	Mexicali	2 estrellas	15750	2273	7929	3796	11390	4803	12341
2019	11	Ciudades	Fronterizas	Mexicali	3 estrellas	22590	4084	11806	4326	10333	6601	16096
2019	11	Ciudades	Fronterizas	Mexicali	4 estrellas	24540	2773	14008	3436	15848	4585	21534
2019	11	Ciudades	Fronterizas	Mexicali	5 estrellas	13290	1187	7526	1897	9681	2440	11189
2019	11	Ciudades	Fronterizas	Piedras Negras	3 estrellas	6780	476	4428	1031	7818	1031	7818
2019	11	Ciudades	Fronterizas	Piedras Negras	4 estrellas	10080	898	4936	1457	8209	1897	9130
2019	11	Ciudades	Fronterizas	Piedras Negras	5 estrellas	6570	138	3532	0	2299	138	5435
2019	11	Ciudades	Fronterizas	Tecate	2 estrellas	2880	188	943	374	1872	374	1872
2019	11	Ciudades	Fronterizas	Tecate	3 estrellas	3930	95	942	222	2003	222	2003
2019	11	Ciudades	Fronterizas	Tecate	4 estrellas	2670	119	982	238	1964	238	1964
2019	11	Ciudades	Fronterizas	Tijuana	2 estrellas	22950	4208	5064	4621	5462	4789	5845
2019	11	Ciudades	Fronterizas	Tijuana	3 estrellas	38100	4259	10673	4218	11657	5179	17372
2019	11	Ciudades	Fronterizas	Tijuana	4 estrellas	56670	12451	24409	12897	24438	14157	30646
2019	11	Ciudades	Fronterizas	Tijuana	5 estrellas	49170	11294	20563	11922	21689	12750	24301
2019	12	Centros de Playa	Integralmente Planeados	Ixtapa - Zihuatanejo	3 estrellas	19189	1158	3854	346	10470	2356	12367
2019	12	Centros de Playa	Integralmente Planeados	Ixtapa - Zihuatanejo	4 estrellas	60357	9272	36313	8171	28415	18164	84627
2019	12	Centros de Playa	Integralmente Planeados	Ixtapa - Zihuatanejo	5 estrellas	115382	14254	62854	3739	32847	27826	144606
2019	12	Centros de Playa	Integralmente Planeados	Bahías de Huatulco	2 estrellas	8432	0	5083	0	8000	0	10448
2019	12	Centros de Playa	Integralmente Planeados	Bahías de Huatulco	3 estrellas	19003	0	5694	0	8688	0	12696
2019	12	Centros de Playa	Integralmente Planeados	Bahías de Huatulco	4 estrellas	35495	5870	19497	2701	16845	11478	43496
2019	12	Centros de Playa	Integralmente Planeados	Bahías de Huatulco	5 estrellas	68510	22544	31832	5631	13444	46372	71676
2019	12	Centros de Playa	Integralmente Planeados	Cancún	1 estrella	8339	528	3138	130	1265	618	7562
2019	12	Centros de Playa	Integralmente Planeados	Cancún	2 estrellas	10943	1504	4012	3360	3717	9755	11673
2019	12	Centros de Playa	Integralmente Planeados	Cancún	3 estrellas	93049	22735	41680	31841	35772	99024	120082
2019	12	Centros de Playa	Integralmente Planeados	Cancún	4 estrellas	216938	108490	49964	87444	54718	285601	162695
2019	12	Centros de Playa	Integralmente Planeados	Cancún	5 estrellas	758291	397303	176716	442717	184832	1240311	728783
2019	12	Centros de Playa	Integralmente Planeados	Loreto	1 estrella	4309	417	2009	318	2619	735	4300
2019	12	Centros de Playa	Integralmente Planeados	Loreto	3 estrellas	4495	1090	747	1329	999	2060	1543
2019	12	Centros de Playa	Integralmente Planeados	Loreto	4 estrellas	5611	150	1196	291	2392	291	2392
2019	12	Centros de Playa	Integralmente Planeados	Loreto	5 estrellas	13299	2521	709	1744	618	6697	1937
2019	12	Centros de Playa	Integralmente Planeados	Los Cabos	1 estrella	11346	671	2298	702	1830	1078	4219
2019	12	Centros de Playa	Integralmente Planeados	Los Cabos	2 estrellas	8711	1519	2348	984	1612	2870	4075
2019	12	Centros de Playa	Integralmente Planeados	Los Cabos	3 estrellas	28086	6691	5655	3667	4893	12666	12013
2019	12	Centros de Playa	Integralmente Planeados	Los Cabos	4 estrellas	87203	36524	20165	20466	13641	72664	36970
2019	12	Centros de Playa	Integralmente Planeados	Los Cabos	5 estrellas	550724	335216	86228	150284	42945	832188	220037
2019	12	Centros de Playa	Otros	Isla Mujeres	1 estrella	3596	394	844	390	933	789	1568
2019	12	Centros de Playa	Otros	Isla Mujeres	2 estrellas	8339	1587	2246	1036	3295	3174	4492
